Gene,Cell,Log2FoldChange_5to70,P_value_5to70,-log10(P_value)_5to70
DMAP1,ensheathing glial cell,0.83341444,1.0,-0.0
DNAlig1,ensheathing glial cell,1.3453858,1.0,-0.0
DNAlig3,ensheathing glial cell,1.5264934,1.0,-0.0
DNAlig4,ensheathing glial cell,-0.43842182,1.0,-0.0
DNApol-alpha180,ensheathing glial cell,19.190207,1.0,-0.0
DNApol-alpha50,ensheathing glial cell,1.6579162,1.0,-0.0
DNApol-alpha60,ensheathing glial cell,0.0,1.0,-0.0
DNApol-alpha73,ensheathing glial cell,0.0,1.0,-0.0
DNApol-delta,ensheathing glial cell,1.5393809,1.0,-0.0
DNApol-epsilon255,ensheathing glial cell,20.294765,1.0,-0.0
DNApol-epsilon58,ensheathing glial cell,0.0,1.0,-0.0
DNApol-eta,ensheathing glial cell,1.3287648,1.0,-0.0
DNApol-iota,ensheathing glial cell,0.6259638,1.0,-0.0
DNApol-theta,ensheathing glial cell,1.257684,1.0,-0.0
DNApol-zeta,ensheathing glial cell,0.39511114,1.0,-0.0
DNaseII,ensheathing glial cell,-0.2797473,1.0,-0.0
DOR,ensheathing glial cell,-0.19752303,1.0,-0.0
DPCoAC,ensheathing glial cell,2.115958,3.186149421230964e-08,7.496733860896965
DUBAI,ensheathing glial cell,0.5929318,1.0,-0.0
Dab,ensheathing glial cell,0.7234892,0.503825274273012,0.29772005001380397
Dad,ensheathing glial cell,0.62849057,0.25266926196576245,0.5974475881972889
Dad1,ensheathing glial cell,-1.1927506,1.0,-0.0
Dak1,ensheathing glial cell,-1.4356287,1.0,-0.0
Damm,ensheathing glial cell,0.0,1.0,-0.0
Dap160,ensheathing glial cell,0.33581898,1.0,-0.0
Dark,ensheathing glial cell,0.18083675,1.0,-0.0
Daxx,ensheathing glial cell,1.1102895,0.3869997304614026,0.4122893374595544
Dbp21E2,ensheathing glial cell,1.7077506,1.0,-0.0
Dbp45A,ensheathing glial cell,0.99127,1.0,-0.0
Dbp73D,ensheathing glial cell,-1.2700638,1.0,-0.0
Dbp80,ensheathing glial cell,1.3113543,4.807651430409578e-63,62.31806702755635
Dbx,ensheathing glial cell,-20.893967,1.0,-0.0
Dci,ensheathing glial cell,-0.60293007,1.0,-0.0
Dcp-1,ensheathing glial cell,1.0097064,1.0,-0.0
Dcr-1,ensheathing glial cell,0.7014353,1.0,-0.0
Dcr-2,ensheathing glial cell,0.8979521,1.0,-0.0
Dd,ensheathing glial cell,0.45047042,1.0,-0.0
Ddc,ensheathing glial cell,-0.20062545,1.0,-0.0
Ddr,ensheathing glial cell,0.99387795,1.0,-0.0
Ddx1,ensheathing glial cell,1.1005578,1.0,-0.0
Deaf1,ensheathing glial cell,0.33086222,1.0,-0.0
Debcl,ensheathing glial cell,-0.4985806,1.0,-0.0
Decay,ensheathing glial cell,0.0,1.0,-0.0
Def,ensheathing glial cell,0.5143892,1.0,-0.0
Dek,ensheathing glial cell,0.38871774,1.0,-0.0
Den1,ensheathing glial cell,-0.1454717,1.0,-0.0
Der-1,ensheathing glial cell,-0.2972191,1.0,-0.0
Der-2,ensheathing glial cell,0.2549034,1.0,-0.0
Dera,ensheathing glial cell,-0.44288698,1.0,-0.0
Desat1,ensheathing glial cell,-0.5231755,0.07843367788279317,1.10549741973743
Desat2,ensheathing glial cell,19.40929,1.0,-0.0
Desi,ensheathing glial cell,0.0,1.0,-0.0
Det,ensheathing glial cell,0.472582,1.0,-0.0
Df31,ensheathing glial cell,0.26683128,1.0,-0.0
Dfd,ensheathing glial cell,0.15860386,1.0,-0.0
Dg,ensheathing glial cell,1.0775146,0.00847259752713466,2.0719834233459817
Dgat2,ensheathing glial cell,21.45104,1.0,-0.0
Dgk,ensheathing glial cell,1.7585721,1.0,-0.0
Dgkepsilon,ensheathing glial cell,-0.6885875,1.0,-0.0
Dgp-1,ensheathing glial cell,0.29071894,1.0,-0.0
Dh31,ensheathing glial cell,-1.3416425,1.0,-0.0
Dh31-R,ensheathing glial cell,-0.9484902,1.0,-0.0
Dh44,ensheathing glial cell,-0.30832803,1.0,-0.0
Dh44-R1,ensheathing glial cell,-1.0756612,1.0,-0.0
Dh44-R2,ensheathing glial cell,-0.31328556,1.0,-0.0
Dhap-at,ensheathing glial cell,1.4317445,1.0,-0.0
Dhc16F,ensheathing glial cell,19.465858,1.0,-0.0
Dhc36C,ensheathing glial cell,0.97808766,1.0,-0.0
Dhc62B,ensheathing glial cell,20.37983,1.0,-0.0
Dhc64C,ensheathing glial cell,0.9537875,0.10852261805467603,0.9644797376437243
Dhc93AB,ensheathing glial cell,0.82932466,1.0,-0.0
Dhc98D,ensheathing glial cell,20.624575,1.0,-0.0
Dhfr,ensheathing glial cell,0.9166411,1.0,-0.0
Dhit,ensheathing glial cell,-0.14018184,1.0,-0.0
Dhod,ensheathing glial cell,0.5129338,1.0,-0.0
DhpD,ensheathing glial cell,-0.3402325,1.0,-0.0
Dhpr,ensheathing glial cell,-0.71109,1.0,-0.0
Dhx15,ensheathing glial cell,-0.63932294,1.0,-0.0
Diap1,ensheathing glial cell,0.67843413,0.00015570398465309613,3.8077002731691385
Diap2,ensheathing glial cell,-0.2032592,1.0,-0.0
Dic1,ensheathing glial cell,-0.20806576,1.0,-0.0
Dic2,ensheathing glial cell,0.0,1.0,-0.0
Dic3,ensheathing glial cell,0.0,1.0,-0.0
Dic4,ensheathing glial cell,0.0,1.0,-0.0
Dic61B,ensheathing glial cell,0.23270535,1.0,-0.0
Diedel,ensheathing glial cell,0.22404526,1.0,-0.0
Diedel2,ensheathing glial cell,0.0,1.0,-0.0
Diedel3,ensheathing glial cell,0.0,1.0,-0.0
Dif,ensheathing glial cell,1.109512,2.3806031147146635e-11,10.623313002518936
Dim1,ensheathing glial cell,-0.8962657,1.0,-0.0
Dip-B,ensheathing glial cell,0.42988962,1.0,-0.0
Dip-C,ensheathing glial cell,-0.8137351,1.0,-0.0
Dis3,ensheathing glial cell,2.0896022,1.0,-0.0
Dis3l2,ensheathing glial cell,-0.19686693,1.0,-0.0
Dl,ensheathing glial cell,0.8664235,1.0,-0.0
Dlc90F,ensheathing glial cell,-0.23159662,1.0,-0.0
Dlg5,ensheathing glial cell,0.6838457,0.9344357848557875,0.02945053830977864
Dlic,ensheathing glial cell,0.5112838,0.0657082520657929,1.1823800855149724
Dlip1,ensheathing glial cell,1.570359,1.0,-0.0
Dlip2,ensheathing glial cell,-1.522314,1.0,-0.0
Dlip3,ensheathing glial cell,0.84674215,1.0,-0.0
Dlish,ensheathing glial cell,20.7905,1.0,-0.0
Dll,ensheathing glial cell,-0.025614414,1.0,-0.0
Dmtn,ensheathing glial cell,0.23474869,1.0,-0.0
DnaJ-1,ensheathing glial cell,-1.5757533,0.01052846320283157,1.9776350163964858
DnaJ-H,ensheathing glial cell,0.46542823,1.0,-0.0
Dnah3,ensheathing glial cell,21.901237,1.0,-0.0
Dnai2,ensheathing glial cell,19.337427,1.0,-0.0
Dnali1,ensheathing glial cell,0.0,1.0,-0.0
Dnz1,ensheathing glial cell,-0.7795988,1.0,-0.0
Doa,ensheathing glial cell,1.303422,2.894723817500781e-16,15.538392865531405
Doc1,ensheathing glial cell,-20.856392,1.0,-0.0
Doc2,ensheathing glial cell,-1.9526923,1.0,-0.0
Doc3,ensheathing glial cell,18.638218,1.0,-0.0
Dok,ensheathing glial cell,0.2542976,1.0,-0.0
Dop1R1,ensheathing glial cell,-0.6090981,1.12218955796644e-05,4.949933776747027
Dop1R2,ensheathing glial cell,0.7974808,1.0,-0.0
Dop2R,ensheathing glial cell,0.750354,1.0,-0.0
DopEcR,ensheathing glial cell,0.037645776,1.0,-0.0
Dp,ensheathing glial cell,0.328729,1.0,-0.0
Dp1,ensheathing glial cell,0.7396319,0.07676642497440354,1.1148286840908386
Dpck,ensheathing glial cell,-0.33824432,1.0,-0.0
Dph1,ensheathing glial cell,-0.40744635,1.0,-0.0
Dph5,ensheathing glial cell,-0.83300614,1.0,-0.0
Dpit47,ensheathing glial cell,-1.4376588,1.0,-0.0
DppIII,ensheathing glial cell,0.768127,1.0,-0.0
DptA,ensheathing glial cell,-0.03304593,1.0,-0.0
DptB,ensheathing glial cell,0.5889035,1.0,-0.0
Dpy-30L1,ensheathing glial cell,-0.8746121,1.0,-0.0
Dpy-30L2,ensheathing glial cell,0.0,1.0,-0.0
Dr,ensheathing glial cell,1.1046882,1.0,-0.0
Drak,ensheathing glial cell,0.057847317,1.0,-0.0
Drat,ensheathing glial cell,-0.6670239,0.28795174065511786,0.5406802918358365
Dredd,ensheathing glial cell,-0.039901707,1.0,-0.0
Dref,ensheathing glial cell,-0.1724503,1.0,-0.0
Drep1,ensheathing glial cell,-0.33561608,1.0,-0.0
Drep2,ensheathing glial cell,0.61759835,1.0,-0.0
Drep3,ensheathing glial cell,-1.3211113,1.0,-0.0
Drep4,ensheathing glial cell,-0.25958496,1.0,-0.0
Drgx,ensheathing glial cell,0.6285352,2.334255956718626e-06,5.631851524256471
Drice,ensheathing glial cell,1.3505229,1.0,-0.0
Drip,ensheathing glial cell,0.26004648,1.0,-0.0
Drl-2,ensheathing glial cell,0.3172444,1.0,-0.0
Dro,ensheathing glial cell,1.8362473,1.0,-0.0
Droj2,ensheathing glial cell,-0.9167998,1.0,-0.0
Dronc,ensheathing glial cell,1.0209835,1.0,-0.0
Drp1,ensheathing glial cell,0.057398237,1.0,-0.0
Drs,ensheathing glial cell,0.5859792,1.0,-0.0
Drsl2,ensheathing glial cell,-1.8077853,1.0,-0.0
Drsl3,ensheathing glial cell,0.0,1.0,-0.0
Drsl4,ensheathing glial cell,-0.7528569,1.0,-0.0
Drsl5,ensheathing glial cell,-1.308135,0.6281136870911379,0.20196174287456195
Drsl6,ensheathing glial cell,0.0,1.0,-0.0
Dscam1,ensheathing glial cell,1.4179583,4.643755335350917e-71,70.333130669921
Dscam2,ensheathing glial cell,2.1006126,0.06597524260979214,1.180619004080247
Dscam3,ensheathing glial cell,2.0743585,0.850379925256699,0.07038700066390662
Dscam4,ensheathing glial cell,2.3052225,0.5843172999721362,0.23335125527588466
Dsk,ensheathing glial cell,-1.2737272,1.0,-0.0
Dsor1,ensheathing glial cell,0.15172096,1.0,-0.0
Dsp1,ensheathing glial cell,0.6606612,4.232279038914987e-05,4.373425706505481
Dtd,ensheathing glial cell,0.62142926,1.0,-0.0
Dtg,ensheathing glial cell,0.3473943,1.0,-0.0
Duba,ensheathing glial cell,1.1277972,0.8863379604153753,0.052400650170021504
Duox,ensheathing glial cell,-1.0217122,1.0,-0.0
Dup99B,ensheathing glial cell,0.0,1.0,-0.0
Dyb,ensheathing glial cell,0.968939,0.5082112569841276,0.2939557194667895
Dyrk2,ensheathing glial cell,0.038696427,1.0,-0.0
Dyrk3,ensheathing glial cell,1.2254739,1.3533335216675895e-18,17.868595160704643
Dys,ensheathing glial cell,0.6283182,0.41927276988058404,0.3775033424011496
Dysb,ensheathing glial cell,-0.91105145,1.0,-0.0
E(Pc),ensheathing glial cell,0.5898083,0.007187094514943565,2.143446643852234
E(bx),ensheathing glial cell,1.1929046,6.846098063350553e-10,9.164556884329459
E(spl)m2-BFM,ensheathing glial cell,-0.11973881,1.0,-0.0
E(spl)m3-HLH,ensheathing glial cell,-1.0041974,1.0,-0.0
E(spl)m4-BFM,ensheathing glial cell,0.0,1.0,-0.0
E(spl)m5-HLH,ensheathing glial cell,0.0,1.0,-0.0
E(spl)m6-BFM,ensheathing glial cell,20.676899,1.0,-0.0
E(spl)m7-HLH,ensheathing glial cell,-1.1484227,1.0,-0.0
E(spl)m8-HLH,ensheathing glial cell,19.715292,1.0,-0.0
E(spl)malpha-BFM,ensheathing glial cell,23.370644,1.0,-0.0
E(spl)mbeta-HLH,ensheathing glial cell,-0.92150855,0.03127082312895625,1.504860686852409
E(spl)mdelta-HLH,ensheathing glial cell,0.0,1.0,-0.0
E(spl)mgamma-HLH,ensheathing glial cell,0.0,1.0,-0.0
E(var)3-9,ensheathing glial cell,1.1198292,1.0,-0.0
E(z),ensheathing glial cell,0.5887403,1.0,-0.0
E23,ensheathing glial cell,0.49803203,0.02207710989486553,1.656057780529091
E2f1,ensheathing glial cell,0.15672083,1.0,-0.0
E2f2,ensheathing glial cell,-0.04753536,1.0,-0.0
E5,ensheathing glial cell,1.9164561,1.0,-0.0
EAChm,ensheathing glial cell,0.0,1.0,-0.0
ECSIT,ensheathing glial cell,-0.11964389,1.0,-0.0
EDTP,ensheathing glial cell,1.0189675,0.25275703314179154,0.5972967510201505
ELOVL,ensheathing glial cell,-0.63331956,1.0,-0.0
EMC1,ensheathing glial cell,0.8365695,1.0,-0.0
EMC3,ensheathing glial cell,-1.4992385,1.0,-0.0
EMC8-9,ensheathing glial cell,-0.316835,1.0,-0.0
EMRE,ensheathing glial cell,-1.6578045,1.0,-0.0
ERR,ensheathing glial cell,-0.16078112,1.0,-0.0
ERp60,ensheathing glial cell,-0.19186553,1.0,-0.0
ETH,ensheathing glial cell,0.0,1.0,-0.0
ETHR,ensheathing glial cell,1.2984064,1.0,-0.0
Eaat1,ensheathing glial cell,-0.56512153,0.0013297651602866998,2.8762250497072683
Eaat2,ensheathing glial cell,0.52815807,0.0017728440462784973,2.7513294667790182
Eaf,ensheathing glial cell,0.15869346,1.0,-0.0
Eaf6,ensheathing glial cell,-0.2876297,1.0,-0.0
Eato,ensheathing glial cell,0.97235775,1.0,-0.0
Eb1,ensheathing glial cell,0.30912092,0.8867753413214114,0.052186391873444475
Ebp,ensheathing glial cell,0.0,1.0,-0.0
EbpII,ensheathing glial cell,0.0,1.0,-0.0
EbpIII,ensheathing glial cell,-1.4281256,6.539905673630282e-08,7.184428515546879
EcR,ensheathing glial cell,1.4542233,1.3326136849079157e-31,30.875295731177836
Echs1,ensheathing glial cell,-0.85860234,1.0,-0.0
Ect3,ensheathing glial cell,-0.74713373,1.0,-0.0
Edc3,ensheathing glial cell,1.0892363,0.021043514649561865,1.6768817233854203
Edem1,ensheathing glial cell,-0.15632366,1.0,-0.0
Edem2,ensheathing glial cell,0.96924865,0.5015969511080889,0.2996451119719116
Edg78E,ensheathing glial cell,20.808954,1.0,-0.0
Edg91,ensheathing glial cell,20.367643,1.0,-0.0
Efa6,ensheathing glial cell,0.8320265,0.006845415966987181,2.1646001564885973
Efhc1.1,ensheathing glial cell,-20.96129,1.0,-0.0
Efhc1.2,ensheathing glial cell,-0.40623826,1.0,-0.0
Efr,ensheathing glial cell,0.06174417,1.0,-0.0
Egfr,ensheathing glial cell,0.2683259,1.0,-0.0
Eglp1,ensheathing glial cell,0.0,1.0,-0.0
Eglp2,ensheathing glial cell,-2.5981703,1.0,-0.0
Eglp3,ensheathing glial cell,0.0,1.0,-0.0
Eglp4,ensheathing glial cell,-1.6318811,1.0,-0.0
Egm,ensheathing glial cell,-0.770856,1.0,-0.0
Eh,ensheathing glial cell,0.0,1.0,-0.0
Ehbp1,ensheathing glial cell,0.86048335,7.96259962432882e-05,4.098945120932813
Eig71Ej,ensheathing glial cell,0.0,1.0,-0.0
Eip55E,ensheathing glial cell,-0.32221228,1.0,-0.0
Eip63E,ensheathing glial cell,0.2673145,0.5796953928702194,0.2368001511713915
Eip63F-1,ensheathing glial cell,0.01304609,1.0,-0.0
Eip71CD,ensheathing glial cell,0.7015967,0.5486184460454077,0.26072959432343995
Eip74EF,ensheathing glial cell,0.37298527,0.04711296194421803,1.3268595912490768
Eip75B,ensheathing glial cell,0.3435483,0.06588937733557122,1.1811845965806052
Eip78C,ensheathing glial cell,2.2229536,0.03363949970961409,1.473150471701997
Eip93F,ensheathing glial cell,0.06146014,1.0,-0.0
Ekar,ensheathing glial cell,1.1274306,1.0,-0.0
Elal,ensheathing glial cell,-0.714567,1.0,-0.0
Elba2,ensheathing glial cell,21.09904,1.0,-0.0
Elba3,ensheathing glial cell,0.0,1.0,-0.0
Elk,ensheathing glial cell,-0.012597231,1.0,-0.0
Elo68alpha,ensheathing glial cell,-22.635586,1.0,-0.0
Elo68beta,ensheathing glial cell,0.0,1.0,-0.0
EloA,ensheathing glial cell,0.6667878,1.0,-0.0
EloB,ensheathing glial cell,-0.07440906,1.0,-0.0
EloC,ensheathing glial cell,-1.162134,1.0,-0.0
Elp1,ensheathing glial cell,0.046570033,1.0,-0.0
Elp2,ensheathing glial cell,1.3394489,1.0,-0.0
Elp3,ensheathing glial cell,0.29262054,1.0,-0.0
Elys,ensheathing glial cell,0.98448575,1.0,-0.0
EndoA,ensheathing glial cell,-0.5527362,1.0,-0.0
EndoB,ensheathing glial cell,-0.17302798,1.0,-0.0
EndoG,ensheathing glial cell,-2.6964574,1.0,-0.0
EndoGI,ensheathing glial cell,-0.15581863,1.0,-0.0
EndoU,ensheathing glial cell,1.0645951,1.0,-0.0
Eno,ensheathing glial cell,-0.8211512,4.104024102938261e-05,4.38679009727676
Ent1,ensheathing glial cell,0.45439222,1.0,-0.0
Ent2,ensheathing glial cell,1.1908982,1.0,-0.0
Ent3,ensheathing glial cell,-0.32982826,1.0,-0.0
Eo,ensheathing glial cell,22.101913,1.0,-0.0
Eogt,ensheathing glial cell,2.1343775,1.0,-0.0
Epac,ensheathing glial cell,1.0973108,4.031446127925919e-09,8.394539139287875
Epg5,ensheathing glial cell,0.61435926,1.0,-0.0
Eph,ensheathing glial cell,1.1508912,1.6891167655831388e-09,8.772340327400203
Ephrin,ensheathing glial cell,1.4414876,2.4010525076178733e-10,9.61959834243387
Eps-15,ensheathing glial cell,0.46455365,1.0,-0.0
Ercc1,ensheathing glial cell,-2.6283453,1.0,-0.0
Erk7,ensheathing glial cell,0.5760034,1.0,-0.0
Ero1L,ensheathing glial cell,-0.046096712,1.0,-0.0
Es2,ensheathing glial cell,0.4026224,1.0,-0.0
Esp,ensheathing glial cell,0.46502396,1.0,-0.0
Est-6,ensheathing glial cell,-2.3118749,1.0,-0.0
Est-P,ensheathing glial cell,0.0,1.0,-0.0
Est-Q,ensheathing glial cell,1.0666336,1.0,-0.0
Esyt2,ensheathing glial cell,0.72958714,0.09231192257587949,1.0347422039088345
Etf-QO,ensheathing glial cell,0.6516802,1.0,-0.0
Etl1,ensheathing glial cell,-0.06434801,1.0,-0.0
Ets21C,ensheathing glial cell,1.024605,1.0,-0.0
Ets65A,ensheathing glial cell,0.49896732,1.0,-0.0
Ets96B,ensheathing glial cell,21.060883,1.0,-0.0
Ets97D,ensheathing glial cell,-0.81185424,1.0,-0.0
Ets98B,ensheathing glial cell,-0.2050622,1.0,-0.0
Evi5,ensheathing glial cell,0.4995472,0.12573598185059418,0.9005404225288375
Exd2,ensheathing glial cell,0.1413648,1.0,-0.0
Exn,ensheathing glial cell,0.8849123,5.297861269324224e-07,6.275899418397378
Exo70,ensheathing glial cell,2.1501858,1.0,-0.0
Exo84,ensheathing glial cell,0.34154144,1.0,-0.0
FAM21,ensheathing glial cell,1.3727202,1.0,-0.0
FANCI,ensheathing glial cell,1.5837749,1.0,-0.0
FASN1,ensheathing glial cell,-0.13353066,1.0,-0.0
FASN2,ensheathing glial cell,0.0,1.0,-0.0
FASN3,ensheathing glial cell,0.54253435,1.0,-0.0
FBXO11,ensheathing glial cell,0.20202132,1.0,-0.0
FER,ensheathing glial cell,0.34455025,1.0,-0.0
FIG4,ensheathing glial cell,-0.52442527,1.0,-0.0
FLASH,ensheathing glial cell,1.3937982,1.0,-0.0
FMRFa,ensheathing glial cell,-0.025439728,1.0,-0.0
FMRFaR,ensheathing glial cell,-0.26722765,1.0,-0.0
FRG1,ensheathing glial cell,0.010554885,1.0,-0.0
Faa,ensheathing glial cell,-0.76880115,1.0,-0.0
Fad2,ensheathing glial cell,0.0,1.0,-0.0
Fadd,ensheathing glial cell,0.8297589,1.0,-0.0
Faf2,ensheathing glial cell,-0.031841516,1.0,-0.0
Fak,ensheathing glial cell,-0.08142694,1.0,-0.0
Fancd2,ensheathing glial cell,1.3741208,1.0,-0.0
Fancl,ensheathing glial cell,0.0,1.0,-0.0
Fancm,ensheathing glial cell,0.16107696,1.0,-0.0
FarO,ensheathing glial cell,-21.696693,1.0,-0.0
Fas1,ensheathing glial cell,0.8136566,4.8819567410730695e-29,28.31140607317702
Fas2,ensheathing glial cell,0.4677794,0.05556055237768224,1.2552334451988783
Fas3,ensheathing glial cell,0.8923319,0.04826870546333429,1.3163343485330696
Fatp1,ensheathing glial cell,-0.027556483,1.0,-0.0
Fatp2,ensheathing glial cell,0.23970869,1.0,-0.0
Fatp3,ensheathing glial cell,0.5092476,1.0,-0.0
Fbl6,ensheathing glial cell,0.70065516,1.0,-0.0
Fbp1,ensheathing glial cell,0.0,1.0,-0.0
Fbp2,ensheathing glial cell,0.0,1.0,-0.0
Fbw5,ensheathing glial cell,0.56909186,1.0,-0.0
Fbxl4,ensheathing glial cell,-0.88896847,1.0,-0.0
Fbxl7,ensheathing glial cell,0.0057555223,1.0,-0.0
Fcp1,ensheathing glial cell,-0.58594143,1.0,-0.0
Fcp3C,ensheathing glial cell,0.954597,1.0,-0.0
Fdh,ensheathing glial cell,-0.20367073,1.0,-0.0
Fdx1,ensheathing glial cell,-0.60209644,1.0,-0.0
Fdx2,ensheathing glial cell,-1.3293194,1.0,-0.0
FeCH,ensheathing glial cell,-0.66032076,1.0,-0.0
Fem-1,ensheathing glial cell,0.34739187,1.0,-0.0
Femcoat,ensheathing glial cell,0.0,1.0,-0.0
Fen1,ensheathing glial cell,21.817965,1.0,-0.0
Fer1,ensheathing glial cell,-0.68065184,1.0,-0.0
Fer1HCH,ensheathing glial cell,-0.14676791,1.0,-0.0
Fer2,ensheathing glial cell,20.724422,1.0,-0.0
Fer2LCH,ensheathing glial cell,-0.3606243,1.0,-0.0
Fer3,ensheathing glial cell,0.0,1.0,-0.0
Fer3HCH,ensheathing glial cell,21.092545,1.0,-0.0
Fgop2,ensheathing glial cell,0.39850378,1.0,-0.0
Fhos,ensheathing glial cell,0.5805853,5.078273947311068e-05,4.294283874829675
Fib,ensheathing glial cell,-2.3732393,1.0,-0.0
Fibp,ensheathing glial cell,-0.5915074,1.0,-0.0
Fic,ensheathing glial cell,0.89650995,1.0,-0.0
Fie,ensheathing glial cell,0.17443074,1.0,-0.0
Fife,ensheathing glial cell,2.5336046,1.0,-0.0
Fign,ensheathing glial cell,0.0,1.0,-0.0
Fili,ensheathing glial cell,2.2212145,1.0,-0.0
Fim,ensheathing glial cell,0.5998799,5.77488499390084e-05,4.2384566602689935
Fip1,ensheathing glial cell,0.18071489,1.0,-0.0
FipoQ,ensheathing glial cell,-0.27192947,1.0,-0.0
Fis1,ensheathing glial cell,0.69101053,0.01485778589058513,1.8280459043806057
Fit1,ensheathing glial cell,-0.21360537,1.0,-0.0
Fit2,ensheathing glial cell,-1.4602015,1.0,-0.0
Fitm,ensheathing glial cell,-0.593354,1.0,-0.0
Fkbp12,ensheathing glial cell,-1.0993485,1.0,-0.0
Fkbp14,ensheathing glial cell,0.7779399,0.010965730633773116,1.9599624264903601
Fkbp39,ensheathing glial cell,-1.0379648,1.0,-0.0
Fkbp59,ensheathing glial cell,-0.973277,1.0,-0.0
Flacc,ensheathing glial cell,0.06339359,1.0,-0.0
Flo1,ensheathing glial cell,-0.12739845,1.0,-0.0
Flo2,ensheathing glial cell,0.55053884,0.00030368729758508106,3.517573373060584
Fmo-1,ensheathing glial cell,-0.27255052,1.0,-0.0
Fmo-2,ensheathing glial cell,-1.5095574,1.0,-0.0
Fmr1,ensheathing glial cell,0.26300356,1.0,-0.0
Fnta,ensheathing glial cell,-0.013476426,1.0,-0.0
FoxK,ensheathing glial cell,0.22685938,1.0,-0.0
FoxL1,ensheathing glial cell,0.0,1.0,-0.0
FoxP,ensheathing glial cell,-1.0426251,1.0,-0.0
Fpgs,ensheathing glial cell,20.762987,1.0,-0.0
Fpps,ensheathing glial cell,-0.7624826,1.0,-0.0
Frl,ensheathing glial cell,0.55855155,9.434971652044843e-05,4.025259400361688
Frq1,ensheathing glial cell,-0.02782076,1.0,-0.0
Frq2,ensheathing glial cell,0.11831532,1.0,-0.0
Fs,ensheathing glial cell,-0.24190238,1.0,-0.0
Fs(2)Ket,ensheathing glial cell,0.76947373,0.01245362265585262,1.904704297516475
Fsn,ensheathing glial cell,0.14076807,1.0,-0.0
Fst,ensheathing glial cell,0.0,1.0,-0.0
FucT6,ensheathing glial cell,0.8696419,1.0,-0.0
FucTA,ensheathing glial cell,0.18434367,1.0,-0.0
FucTB,ensheathing glial cell,-0.061042614,1.0,-0.0
FucTC,ensheathing glial cell,21.87621,1.0,-0.0
FucTD,ensheathing glial cell,19.150282,1.0,-0.0
Fum1,ensheathing glial cell,-0.4084871,1.0,-0.0
Fum2,ensheathing glial cell,-1.2738951,1.0,-0.0
Fum3,ensheathing glial cell,0.0,1.0,-0.0
Fum4,ensheathing glial cell,18.854845,1.0,-0.0
Fur1,ensheathing glial cell,0.79686797,7.576504999606066e-10,9.120531085848373
Fur2,ensheathing glial cell,0.5309146,1.0,-0.0
G6P,ensheathing glial cell,0.037604686,1.0,-0.0
G9a,ensheathing glial cell,0.5217856,0.6661777492699613,0.176409877094637
GAA1,ensheathing glial cell,-1.5540845,1.0,-0.0
GABA-B-R1,ensheathing glial cell,0.10433735,1.0,-0.0
GABA-B-R2,ensheathing glial cell,-1.4853145,1.0,-0.0
GABA-B-R3,ensheathing glial cell,0.7506614,1.0,-0.0
GABPI,ensheathing glial cell,-0.5114496,1.0,-0.0
GAPcenA,ensheathing glial cell,1.4822264,1.0,-0.0
GAPsec,ensheathing glial cell,-1.045243,1.0,-0.0
GATAd,ensheathing glial cell,0.79967326,0.12074315805804821,0.9181374692871885
GATAe,ensheathing glial cell,0.0,1.0,-0.0
GC,ensheathing glial cell,-0.40815017,1.0,-0.0
GC1,ensheathing glial cell,0.09210606,1.0,-0.0
GC2,ensheathing glial cell,-1.1936342,1.0,-0.0
GCC185,ensheathing glial cell,0.8883407,1.0,-0.0
GCC88,ensheathing glial cell,0.6694647,1.0,-0.0
GCS1,ensheathing glial cell,-0.8287368,1.0,-0.0
GCS2alpha,ensheathing glial cell,-0.41019818,1.0,-0.0
GCS2beta,ensheathing glial cell,-0.2046296,1.0,-0.0
GEFmeso,ensheathing glial cell,1.1806633,4.1819931650974187e-23,22.378616681313396
GIIIspla2,ensheathing glial cell,-1.0420748,1.0,-0.0
GILT1,ensheathing glial cell,-0.15033728,1.0,-0.0
GILT2,ensheathing glial cell,-0.6113669,1.0,-0.0
GILT3,ensheathing glial cell,1.4631085,1.0,-0.0
GLS,ensheathing glial cell,-0.40335873,1.0,-0.0
GLaz,ensheathing glial cell,0.44018146,1.0,-0.0
GM130,ensheathing glial cell,0.50896186,1.0,-0.0
GMF,ensheathing glial cell,-0.14934261,1.0,-0.0
GNBP-like3,ensheathing glial cell,-0.9314157,1.0,-0.0
GNBP1,ensheathing glial cell,-0.38725632,1.0,-0.0
GNBP2,ensheathing glial cell,-0.53900695,1.0,-0.0
GNBP3,ensheathing glial cell,-0.4050225,1.0,-0.0
GPHR,ensheathing glial cell,-0.023062615,1.0,-0.0
GV1,ensheathing glial cell,-1.048125,1.0,-0.0
GXIVsPLA2,ensheathing glial cell,-0.14921862,1.0,-0.0
Gabat,ensheathing glial cell,-0.29691908,1.0,-0.0
Gad1,ensheathing glial cell,-2.2038853,1.0,-0.0
Gadd45,ensheathing glial cell,0.603107,1.0,-0.0
Gagr,ensheathing glial cell,-0.18215191,1.0,-0.0
Gal,ensheathing glial cell,-0.67885435,1.0,-0.0
GalT1,ensheathing glial cell,-0.08049338,1.0,-0.0
Gale,ensheathing glial cell,-1.0447218,1.0,-0.0
